id,lv,profession_id,name,hp_basic,atk_basic,def_basic,spd_basic,acc_basic,dodge_basic,cri_basic,tough_basic,piercing_dmg,burn_dmg,ment_dmg,electricity_dmg,radiation_dmg,piercing_res,burn_res,ment_res,electricity_res,radiation_res
829,29,20013,王牌射手,8626,1484,575,5,87,121,214,87,0,0,0,0,0,0,0,0,0,0
830,30,20013,王牌射手,10404,1877,687,5,90,133,246,90,0,0,0,0,0,0,0,0,0,0
831,31,20013,王牌射手,10925,1992,728,5,93,137,254,93,0,0,0,0,0,0,0,0,0,0
832,32,20013,王牌射手,11446,2107,769,5,96,141,262,96,0,0,0,0,0,0,0,0,0,0
833,33,20013,王牌射手,11967,2222,810,5,99,145,270,99,0,0,0,0,0,0,0,0,0,0
834,34,20013,王牌射手,12488,2337,851,5,102,149,278,102,0,0,0,0,0,0,0,0,0,0
835,35,20013,王牌射手,13009,2452,892,5,105,153,286,105,0,0,0,0,0,0,0,0,0,0
836,36,20013,王牌射手,13530,2567,933,5,108,157,294,108,0,0,0,0,0,0,0,0,0,0
837,37,20013,王牌射手,14051,2682,974,5,111,161,302,111,0,0,0,0,0,0,0,0,0,0
838,38,20013,王牌射手,14572,2797,1015,5,114,165,310,114,0,0,0,0,0,0,0,0,0,0
839,39,20013,王牌射手,15093,2912,1056,5,117,169,318,117,0,0,0,0,0,0,0,0,0,0
840,40,20013,王牌射手,15614,3027,1097,5,120,173,326,120,0,0,0,0,0,0,0,0,0,0
841,41,20013,王牌射手,16135,3142,1138,5,123,177,334,123,0,0,0,0,0,0,0,0,0,0
842,42,20013,王牌射手,16656,3257,1179,5,126,181,342,126,0,0,0,0,0,0,0,0,0,0
843,43,20013,王牌射手,17177,3372,1220,5,129,185,350,129,0,0,0,0,0,0,0,0,0,0
844,44,20013,王牌射手,17698,3487,1261,5,132,189,358,132,0,0,0,0,0,0,0,0,0,0
845,45,20013,王牌射手,18219,3602,1302,5,135,193,366,135,0,0,0,0,0,0,0,0,0,0
846,46,20013,王牌射手,18740,3717,1343,5,138,197,374,138,0,0,0,0,0,0,0,0,0,0
847,47,20013,王牌射手,19261,3832,1384,5,141,201,382,141,0,0,0,0,0,0,0,0,0,0
848,48,20013,王牌射手,19782,3947,1425,5,144,205,390,144,0,0,0,0,0,0,0,0,0,0
849,49,20013,王牌射手,20303,4062,1466,5,147,209,398,147,0,0,0,0,0,0,0,0,0,0
850,50,20013,王牌射手,20824,4177,1507,5,150,213,406,150,0,0,0,0,0,0,0,0,0,0
851,1,20014,传奇狙击手,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
852,2,20014,传奇狙击手,474,22,11,5,6,6,7,6,0,0,0,0,0,0,0,0,0,0
853,3,20014,传奇狙击手,521,28,14,5,9,9,10,9,0,0,0,0,0,0,0,0,0,0
854,4,20014,传奇狙击手,574,35,18,5,12,12,14,12,0,0,0,0,0,0,0,0,0,0
855,5,20014,传奇狙击手,814,68,29,5,15,19,31,15,0,0,0,0,0,0,0,0,0,0
856,6,20014,传奇狙击手,906,82,35,5,18,22,37,18,0,0,0,0,0,0,0,0,0,0
857,7,20014,传奇狙击手,1005,97,41,5,21,26,46,21,0,0,0,0,0,0,0,0,0,0
858,8,20014,传奇狙击手,1113,114,48,5,24,31,52,24,0,0,0,0,0,0,0,0,0,0
859,9,20014,传奇狙击手,1230,132,55,5,27,34,59,27,0,0,0,0,0,0,0,0,0,0
860,10,20014,传奇狙击手,1571,184,77,5,30,38,68,30,0,0,0,0,0,0,0,0,0,0
861,11,20014,传奇狙击手,1726,209,87,5,33,42,74,33,0,0,0,0,0,0,0,0,0,0
862,12,20014,传奇狙击手,1891,236,98,5,36,46,84,36,0,0,0,0,0,0,0,0,0,0
863,13,20014,传奇狙击手,2065,265,109,5,39,51,90,39,0,0,0,0,0,0,0,0,0,0
864,14,20014,传奇狙击手,2251,296,122,5,42,54,100,42,0,0,0,0,0,0,0,0,0,0
865,15,20014,传奇狙击手,2793,384,157,5,45,58,108,45,0,0,0,0,0,0,0,0,0,0
866,16,20014,传奇狙击手,3022,423,173,5,48,63,116,48,0,0,0,0,0,0,0,0,0,0
867,17,20014,传奇狙击手,3263,466,189,5,51,67,126,51,0,0,0,0,0,0,0,0,0,0
868,18,20014,传奇狙击手,3517,511,207,5,54,71,133,54,0,0,0,0,0,0,0,0,0,0
869,19,20014,传奇狙击手,3783,559,225,5,57,75,144,57,0,0,0,0,0,0,0,0,0,0
870,20,20014,传奇狙击手,4823,762,286,5,60,85,175,60,0,0,0,0,0,0,0,0,0,0
871,21,20014,传奇狙击手,5156,827,309,5,63,89,185,63,0,0,0,0,0,0,0,0,0,0
872,22,20014,传奇狙击手,5502,895,333,5,66,94,197,66,0,0,0,0,0,0,0,0,0,0
873,23,20014,传奇狙击手,5863,967,359,5,69,98,205,69,0,0,0,0,0,0,0,0,0,0
874,24,20014,传奇狙击手,6237,1042,385,5,72,104,219,72,0,0,0,0,0,0,0,0,0,0
875,25,20014,传奇狙击手,7320,1247,459,5,75,109,232,75,0,0,0,0,0,0,0,0,0,0
876,26,20014,传奇狙击手,7751,1336,491,5,78,113,242,78,0,0,0,0,0,0,0,0,0,0
877,27,20014,传奇狙击手,8197,1431,524,5,81,119,255,81,0,0,0,0,0,0,0,0,0,0
878,28,20014,传奇狙击手,8657,1529,558,5,84,123,266,84,0,0,0,0,0,0,0,0,0,0
879,29,20014,传奇狙击手,9133,1633,594,5,87,129,279,87,0,0,0,0,0,0,0,0,0,0
880,30,20014,传奇狙击手,11158,2100,715,5,90,142,331,90,0,0,0,0,0,0,0,0,0,0
881,31,20014,传奇狙击手,11723,2231,757,5,93,147,344,93,0,0,0,0,0,0,0,0,0,0
882,32,20014,传奇狙击手,12306,2368,802,5,96,153,359,96,0,0,0,0,0,0,0,0,0,0
883,33,20014,传奇狙击手,12904,2511,848,5,99,158,371,99,0,0,0,0,0,0,0,0,0,0
884,34,20014,传奇狙击手,13518,2659,895,5,102,164,388,102,0,0,0,0,0,0,0,0,0,0
885,35,20014,传奇狙击手,15297,3049,1023,5,105,170,404,105,0,0,0,0,0,0,0,0,0,0
886,36,20014,传奇狙击手,15976,3219,1077,5,108,174,419,108,0,0,0,0,0,0,0,0,0,0
887,37,20014,传奇狙击手,16672,3395,1133,5,111,180,434,111,0,0,0,0,0,0,0,0,0,0
888,38,20014,传奇狙击手,17382,3578,1191,5,114,186,450,114,0,0,0,0,0,0,0,0,0,0
889,39,20014,传奇狙击手,18109,3768,1251,5,117,193,468,117,0,0,0,0,0,0,0,0,0,0
890,40,20014,传奇狙击手,21513,4681,1463,5,120,210,543,120,0,0,0,0,0,0,0,0,0,0
891,41,20014,传奇狙击手,22352,4914,1532,5,123,217,560,123,0,0,0,0,0,0,0,0,0,0
892,42,20014,传奇狙击手,23207,5156,1604,5,126,223,581,126,0,0,0,0,0,0,0,0,0,0
893,43,20014,传奇狙击手,24077,5406,1677,5,129,230,596,129,0,0,0,0,0,0,0,0,0,0
894,44,20014,传奇狙击手,24963,5664,1753,5,132,235,617,132,0,0,0,0,0,0,0,0,0,0
895,45,20014,传奇狙击手,27567,6328,1954,5,135,242,637,135,0,0,0,0,0,0,0,0,0,0
896,46,20014,传奇狙击手,28521,6616,2039,5,138,248,656,138,0,0,0,0,0,0,0,0,0,0
897,47,20014,传奇狙击手,29489,6914,2125,5,141,255,677,141,0,0,0,0,0,0,0,0,0,0
898,48,20014,传奇狙击手,30472,7220,2214,5,144,262,696,144,0,0,0,0,0,0,0,0,0,0
899,49,20014,传奇狙击手,31469,7537,2306,5,147,269,717,147,0,0,0,0,0,0,0,0,0,0
900,50,20014,传奇狙击手,34430,8342,2547,5,150,276,741,150,0,0,0,0,0,0,0,0,0,0
901,1,20021,侦探,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
902,2,20021,侦探,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
903,3,20021,侦探,521,28,14,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0
904,4,20021,侦探,574,35,18,5,12,12,12,12,0,0,0,0,0,0,0,0,0,0
905,5,20021,侦探,764,59,28,5,15,20,16,15,0,0,0,0,0,0,0,0,0,0
906,6,20021,侦探,848,71,34,5,18,24,19,18,0,0,0,0,0,0,0,0,0,0
907,7,20021,侦探,932,83,40,5,21,28,22,21,0,0,0,0,0,0,0,0,0,0
908,8,20021,侦探,1016,95,46,5,24,32,25,24,0,0,0,0,0,0,0,0,0,0
909,9,20021,侦探,1100,107,52,5,27,36,28,27,0,0,0,0,0,0,0,0,0,0
910,10,20021,侦探,1184,119,58,5,30,40,31,30,0,0,0,0,0,0,0,0,0,0
911,11,20021,侦探,1268,131,64,5,33,44,34,33,0,0,0,0,0,0,0,0,0,0
912,12,20021,侦探,1352,143,70,5,36,48,37,36,0,0,0,0,0,0,0,0,0,0
913,13,20021,侦探,1436,155,76,5,39,52,40,39,0,0,0,0,0,0,0,0,0,0
914,14,20021,侦探,1520,167,82,5,42,56,43,42,0,0,0,0,0,0,0,0,0,0
915,15,20021,侦探,1604,179,88,5,45,60,46,45,0,0,0,0,0,0,0,0,0,0
916,16,20021,侦探,1688,191,94,5,48,64,49,48,0,0,0,0,0,0,0,0,0,0
917,17,20021,侦探,1772,203,100,5,51,68,52,51,0,0,0,0,0,0,0,0,0,0
918,18,20021,侦探,1856,215,106,5,54,72,55,54,0,0,0,0,0,0,0,0,0,0
919,19,20021,侦探,1940,227,112,5,57,76,58,57,0,0,0,0,0,0,0,0,0,0
920,20,20021,侦探,2024,239,118,5,60,80,61,60,0,0,0,0,0,0,0,0,0,0
921,21,20021,侦探,2108,251,124,5,63,84,64,63,0,0,0,0,0,0,0,0,0,0
922,22,20021,侦探,2192,263,130,5,66,88,67,66,0,0,0,0,0,0,0,0,0,0
923,23,20021,侦探,2276,275,136,5,69,92,70,69,0,0,0,0,0,0,0,0,0,0
924,24,20021,侦探,2360,287,142,5,72,96,73,72,0,0,0,0,0,0,0,0,0,0
925,25,20021,侦探,2444,299,148,5,75,100,76,75,0,0,0,0,0,0,0,0,0,0
926,26,20021,侦探,2528,311,154,5,78,104,79,78,0,0,0,0,0,0,0,0,0,0
927,27,20021,侦探,2612,323,160,5,81,108,82,81,0,0,0,0,0,0,0,0,0,0
928,28,20021,侦探,2696,335,166,5,84,112,85,84,0,0,0,0,0,0,0,0,0,0
929,29,20021,侦探,2780,347,172,5,87,116,88,87,0,0,0,0,0,0,0,0,0,0
930,30,20021,侦探,2864,359,178,5,90,120,91,90,0,0,0,0,0,0,0,0,0,0
931,31,20021,侦探,2948,371,184,5,93,124,94,93,0,0,0,0,0,0,0,0,0,0
932,32,20021,侦探,3032,383,190,5,96,128,97,96,0,0,0,0,0,0,0,0,0,0
933,33,20021,侦探,3116,395,196,5,99,132,100,99,0,0,0,0,0,0,0,0,0,0
934,34,20021,侦探,3200,407,202,5,102,136,103,102,0,0,0,0,0,0,0,0,0,0
935,35,20021,侦探,3284,419,208,5,105,140,106,105,0,0,0,0,0,0,0,0,0,0
936,36,20021,侦探,3368,431,214,5,108,144,109,108,0,0,0,0,0,0,0,0,0,0
937,37,20021,侦探,3452,443,220,5,111,148,112,111,0,0,0,0,0,0,0,0,0,0
938,38,20021,侦探,3536,455,226,5,114,152,115,114,0,0,0,0,0,0,0,0,0,0
939,39,20021,侦探,3620,467,232,5,117,156,118,117,0,0,0,0,0,0,0,0,0,0
940,40,20021,侦探,3704,479,238,5,120,160,121,120,0,0,0,0,0,0,0,0,0,0
941,41,20021,侦探,3788,491,244,5,123,164,124,123,0,0,0,0,0,0,0,0,0,0
942,42,20021,侦探,3872,503,250,5,126,168,127,126,0,0,0,0,0,0,0,0,0,0
943,43,20021,侦探,3956,515,256,5,129,172,130,129,0,0,0,0,0,0,0,0,0,0
944,44,20021,侦探,4040,527,262,5,132,176,133,132,0,0,0,0,0,0,0,0,0,0
945,45,20021,侦探,4124,539,268,5,135,180,136,135,0,0,0,0,0,0,0,0,0,0
946,46,20021,侦探,4208,551,274,5,138,184,139,138,0,0,0,0,0,0,0,0,0,0
947,47,20021,侦探,4292,563,280,5,141,188,142,141,0,0,0,0,0,0,0,0,0,0
948,48,20021,侦探,4376,575,286,5,144,192,145,144,0,0,0,0,0,0,0,0,0,0
949,49,20021,侦探,4460,587,292,5,147,196,148,147,0,0,0,0,0,0,0,0,0,0
950,50,20021,侦探,4544,599,298,5,150,200,151,150,0,0,0,0,0,0,0,0,0,0
951,1,20022,精英侦探,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
952,2,20022,精英侦探,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
953,3,20022,精英侦探,521,28,14,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0
954,4,20022,精英侦探,574,35,18,5,12,13,12,12,0,0,0,0,0,0,0,0,0,0
955,5,20022,精英侦探,776,61,28,5,15,24,16,15,0,0,0,0,0,0,0,0,0,0
956,6,20022,精英侦探,862,73,34,5,18,29,19,18,0,0,0,0,0,0,0,0,0,0
957,7,20022,精英侦探,955,86,40,5,21,36,23,21,0,0,0,0,0,0,0,0,0,0
958,8,20022,精英侦探,1056,100,47,5,24,42,26,24,0,0,0,0,0,0,0,0,0,0
959,9,20022,精英侦探,1166,116,54,5,27,46,29,27,0,0,0,0,0,0,0,0,0,0
960,10,20022,精英侦探,1487,161,75,5,30,53,32,30,0,0,0,0,0,0,0,0,0,0
961,11,20022,精英侦探,1631,182,84,5,33,58,36,33,0,0,0,0,0,0,0,0,0,0
962,12,20022,精英侦探,1784,205,95,5,36,64,39,36,0,0,0,0,0,0,0,0,0,0
963,13,20022,精英侦探,1946,229,106,5,39,70,42,39,0,0,0,0,0,0,0,0,0,0
964,14,20022,精英侦探,2119,255,118,5,42,77,46,42,0,0,0,0,0,0,0,0,0,0
965,15,20022,精英侦探,2624,330,152,5,45,83,49,45,0,0,0,0,0,0,0,0,0,0
966,16,20022,精英侦探,2836,363,167,5,48,89,52,48,0,0,0,0,0,0,0,0,0,0
967,17,20022,精英侦探,3058,398,183,5,51,96,56,51,0,0,0,0,0,0,0,0,0,0
968,18,20022,精英侦探,3291,436,199,5,54,103,59,54,0,0,0,0,0,0,0,0,0,0
969,19,20022,精英侦探,3535,475,217,5,57,109,63,57,0,0,0,0,0,0,0,0,0,0
970,20,20022,精英侦探,4401,616,272,5,60,130,68,60,0,0,0,0,0,0,0,0,0,0
971,21,20022,精英侦探,4699,666,294,5,63,137,72,63,0,0,0,0,0,0,0,0,0,0
972,22,20022,精英侦探,4997,716,316,5,66,144,76,66,0,0,0,0,0,0,0,0,0,0
973,23,20022,精英侦探,5295,766,338,5,69,151,80,69,0,0,0,0,0,0,0,0,0,0
974,24,20022,精英侦探,5593,816,360,5,72,158,84,72,0,0,0,0,0,0,0,0,0,0
975,25,20022,精英侦探,5891,866,382,5,75,165,88,75,0,0,0,0,0,0,0,0,0,0
976,26,20022,精英侦探,6189,916,404,5,78,172,92,78,0,0,0,0,0,0,0,0,0,0
977,27,20022,精英侦探,6487,966,426,5,81,179,96,81,0,0,0,0,0,0,0,0,0,0
978,28,20022,精英侦探,6785,1016,448,5,84,186,100,84,0,0,0,0,0,0,0,0,0,0
979,29,20022,精英侦探,7083,1066,470,5,87,193,104,87,0,0,0,0,0,0,0,0,0,0
980,30,20022,精英侦探,7381,1116,492,5,90,200,108,90,0,0,0,0,0,0,0,0,0,0
981,31,20022,精英侦探,7679,1166,514,5,93,207,112,93,0,0,0,0,0,0,0,0,0,0
982,32,20022,精英侦探,7977,1216,536,5,96,214,116,96,0,0,0,0,0,0,0,0,0,0
983,33,20022,精英侦探,8275,1266,558,5,99,221,120,99,0,0,0,0,0,0,0,0,0,0
984,34,20022,精英侦探,8573,1316,580,5,102,228,124,102,0,0,0,0,0,0,0,0,0,0
985,35,20022,精英侦探,8871,1366,602,5,105,235,128,105,0,0,0,0,0,0,0,0,0,0
986,36,20022,精英侦探,9169,1416,624,5,108,242,132,108,0,0,0,0,0,0,0,0,0,0
987,37,20022,精英侦探,9467,1466,646,5,111,249,136,111,0,0,0,0,0,0,0,0,0,0
988,38,20022,精英侦探,9765,1516,668,5,114,256,140,114,0,0,0,0,0,0,0,0,0,0
989,39,20022,精英侦探,10063,1566,690,5,117,263,144,117,0,0,0,0,0,0,0,0,0,0
990,40,20022,精英侦探,10361,1616,712,5,120,270,148,120,0,0,0,0,0,0,0,0,0,0
991,41,20022,精英侦探,10659,1666,734,5,123,277,152,123,0,0,0,0,0,0,0,0,0,0
992,42,20022,精英侦探,10957,1716,756,5,126,284,156,126,0,0,0,0,0,0,0,0,0,0
993,43,20022,精英侦探,11255,1766,778,5,129,291,160,129,0,0,0,0,0,0,0,0,0,0
994,44,20022,精英侦探,11553,1816,800,5,132,298,164,132,0,0,0,0,0,0,0,0,0,0
995,45,20022,精英侦探,11851,1866,822,5,135,305,168,135,0,0,0,0,0,0,0,0,0,0
996,46,20022,精英侦探,12149,1916,844,5,138,312,172,138,0,0,0,0,0,0,0,0,0,0
997,47,20022,精英侦探,12447,1966,866,5,141,319,176,141,0,0,0,0,0,0,0,0,0,0
998,48,20022,精英侦探,12745,2016,888,5,144,326,180,144,0,0,0,0,0,0,0,0,0,0
999,49,20022,精英侦探,13043,2066,910,5,147,333,184,147,0,0,0,0,0,0,0,0,0,0
1000,50,20022,精英侦探,13341,2116,932,5,150,340,188,150,0,0,0,0,0,0,0,0,0,0
1001,1,20023,王牌侦探,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
1002,2,20023,王牌侦探,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
1003,3,20023,王牌侦探,521,28,14,5,9,10,9,9,0,0,0,0,0,0,0,0,0,0
1004,4,20023,王牌侦探,574,35,18,5,12,13,12,12,0,0,0,0,0,0,0,0,0,0
1005,5,20023,王牌侦探,792,63,29,5,15,30,16,15,0,0,0,0,0,0,0,0,0,0
1006,6,20023,王牌侦探,881,75,34,5,18,36,20,18,0,0,0,0,0,0,0,0,0,0
1007,7,20023,王牌侦探,976,88,40,5,21,43,23,21,0,0,0,0,0,0,0,0,0,0
1008,8,20023,王牌侦探,1081,103,47,5,24,50,26,24,0,0,0,0,0,0,0,0,0,0
1009,9,20023,王牌侦探,1193,120,54,5,27,58,30,27,0,0,0,0,0,0,0,0,0,0
1010,10,20023,王牌侦探,1523,166,76,5,30,64,33,30,0,0,0,0,0,0,0,0,0,0
1011,11,20023,王牌侦探,1671,188,85,5,33,70,37,33,0,0,0,0,0,0,0,0,0,0
1012,12,20023,王牌侦探,1830,212,96,5,36,79,40,36,0,0,0,0,0,0,0,0,0,0
1013,13,20023,王牌侦探,1997,238,107,5,39,86,43,39,0,0,0,0,0,0,0,0,0,0
1014,14,20023,王牌侦探,2175,265,119,5,42,95,47,42,0,0,0,0,0,0,0,0,0,0
1015,15,20023,王牌侦探,2696,343,154,5,45,102,50,45,0,0,0,0,0,0,0,0,0,0
1016,16,20023,王牌侦探,2915,378,169,5,48,112,54,48,0,0,0,0,0,0,0,0,0,0
1017,17,20023,王牌侦探,3146,415,185,5,51,120,57,51,0,0,0,0,0,0,0,0,0,0
1018,18,20023,王牌侦探,3388,454,202,5,54,129,61,54,0,0,0,0,0,0,0,0,0,0
1019,19,20023,王牌侦探,3641,496,221,5,57,138,65,57,0,0,0,0,0,0,0,0,0,0
1020,20,20023,王牌侦探,4581,651,278,5,60,168,71,60,0,0,0,0,0,0,0,0,0,0
1021,21,20023,王牌侦探,4895,705,300,5,63,178,75,63,0,0,0,0,0,0,0,0,0,0
1022,22,20023,王牌侦探,5220,762,324,5,66,186,79,66,0,0,0,0,0,0,0,0,0,0
1023,23,20023,王牌侦探,5559,821,348,5,69,198,83,69,0,0,0,0,0,0,0,0,0,0
1024,24,20023,王牌侦探,5910,884,374,5,72,209,86,72,0,0,0,0,0,0,0,0,0,0
1025,25,20023,王牌侦探,6931,1055,446,5,75,221,90,75,0,0,0,0,0,0,0,0,0,0
1026,26,20023,王牌侦探,7334,1129,476,5,78,231,94,78,0,0,0,0,0,0,0,0,0,0
1027,27,20023,王牌侦探,7751,1207,508,5,81,244,98,81,0,0,0,0,0,0,0,0,0,0
1028,28,20023,王牌侦探,8181,1288,541,5,84,255,102,84,0,0,0,0,0,0,0,0,0,0
1029,29,20023,王牌侦探,8626,1373,575,5,87,268,106,87,0,0,0,0,0,0,0,0,0,0
1030,30,20023,王牌侦探,10404,1709,687,5,90,314,115,90,0,0,0,0,0,0,0,0,0,0
1031,31,20023,王牌侦探,10925,1813,728,5,93,327,119,93,0,0,0,0,0,0,0,0,0,0
1032,32,20023,王牌侦探,11446,1917,769,5,96,340,123,96,0,0,0,0,0,0,0,0,0,0
1033,33,20023,王牌侦探,11967,2021,810,5,99,353,127,99,0,0,0,0,0,0,0,0,0,0
1034,34,20023,王牌侦探,12488,2125,851,5,102,366,131,102,0,0,0,0,0,0,0,0,0,0
1035,35,20023,王牌侦探,13009,2229,892,5,105,379,135,105,0,0,0,0,0,0,0,0,0,0
1036,36,20023,王牌侦探,13530,2333,933,5,108,392,139,108,0,0,0,0,0,0,0,0,0,0
1037,37,20023,王牌侦探,14051,2437,974,5,111,405,143,111,0,0,0,0,0,0,0,0,0,0
1038,38,20023,王牌侦探,14572,2541,1015,5,114,418,147,114,0,0,0,0,0,0,0,0,0,0
1039,39,20023,王牌侦探,15093,2645,1056,5,117,431,151,117,0,0,0,0,0,0,0,0,0,0
1040,40,20023,王牌侦探,15614,2749,1097,5,120,444,155,120,0,0,0,0,0,0,0,0,0,0
1041,41,20023,王牌侦探,16135,2853,1138,5,123,457,159,123,0,0,0,0,0,0,0,0,0,0
1042,42,20023,王牌侦探,16656,2957,1179,5,126,470,163,126,0,0,0,0,0,0,0,0,0,0
1043,43,20023,王牌侦探,17177,3061,1220,5,129,483,167,129,0,0,0,0,0,0,0,0,0,0
1044,44,20023,王牌侦探,17698,3165,1261,5,132,496,171,132,0,0,0,0,0,0,0,0,0,0
1045,45,20023,王牌侦探,18219,3269,1302,5,135,509,175,135,0,0,0,0,0,0,0,0,0,0
1046,46,20023,王牌侦探,18740,3373,1343,5,138,522,179,138,0,0,0,0,0,0,0,0,0,0
1047,47,20023,王牌侦探,19261,3477,1384,5,141,535,183,141,0,0,0,0,0,0,0,0,0,0
1048,48,20023,王牌侦探,19782,3581,1425,5,144,548,187,144,0,0,0,0,0,0,0,0,0,0
1049,49,20023,王牌侦探,20303,3685,1466,5,147,561,191,147,0,0,0,0,0,0,0,0,0,0
1050,50,20023,王牌侦探,20824,3789,1507,5,150,574,195,150,0,0,0,0,0,0,0,0,0,0
1051,1,20024,黄金特工,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
1052,2,20024,黄金特工,474,22,11,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0
1053,3,20024,黄金特工,521,28,14,5,9,10,9,9,0,0,0,0,0,0,0,0,0,0
1054,4,20024,黄金特工,574,35,18,5,12,14,12,12,0,0,0,0,0,0,0,0,0,0
1055,5,20024,黄金特工,814,65,29,5,15,37,19,15,0,0,0,0,0,0,0,0,0,0
1056,6,20024,黄金特工,906,78,35,5,18,45,22,18,0,0,0,0,0,0,0,0,0,0
1057,7,20024,黄金特工,1005,92,41,5,21,53,26,21,0,0,0,0,0,0,0,0,0,0
1058,8,20024,黄金特工,1113,108,48,5,24,61,31,24,0,0,0,0,0,0,0,0,0,0
1059,9,20024,黄金特工,1230,125,55,5,27,71,34,27,0,0,0,0,0,0,0,0,0,0
1060,10,20024,黄金特工,1571,174,77,5,30,81,38,30,0,0,0,0,0,0,0,0,0,0
1061,11,20024,黄金特工,1726,197,87,5,33,88,42,33,0,0,0,0,0,0,0,0,0,0
1062,12,20024,黄金特工,1891,222,98,5,36,100,46,36,0,0,0,0,0,0,0,0,0,0
1063,13,20024,黄金特工,2065,249,109,5,39,108,51,39,0,0,0,0,0,0,0,0,0,0
1064,14,20024,黄金特工,2251,279,122,5,42,120,54,42,0,0,0,0,0,0,0,0,0,0
1065,15,20024,黄金特工,2793,360,157,5,45,131,58,45,0,0,0,0,0,0,0,0,0,0
1066,16,20024,黄金特工,3022,397,173,5,48,141,63,48,0,0,0,0,0,0,0,0,0,0
1067,17,20024,黄金特工,3263,437,189,5,51,152,67,51,0,0,0,0,0,0,0,0,0,0
1068,18,20024,黄金特工,3517,479,207,5,54,162,71,54,0,0,0,0,0,0,0,0,0,0
1069,19,20024,黄金特工,3783,523,225,5,57,176,75,57,0,0,0,0,0,0,0,0,0,0
1070,20,20024,黄金特工,4823,699,286,5,60,218,85,60,0,0,0,0,0,0,0,0,0,0
1071,21,20024,黄金特工,5156,757,309,5,63,232,89,63,0,0,0,0,0,0,0,0,0,0
1072,22,20024,黄金特工,5502,819,333,5,66,246,94,66,0,0,0,0,0,0,0,0,0,0
1073,23,20024,黄金特工,5863,884,359,5,69,260,98,69,0,0,0,0,0,0,0,0,0,0
1074,24,20024,黄金特工,6237,952,385,5,72,275,104,72,0,0,0,0,0,0,0,0,0,0
1075,25,20024,黄金特工,7320,1137,459,5,75,291,109,75,0,0,0,0,0,0,0,0,0,0
1076,26,20024,黄金特工,7751,1218,491,5,78,306,113,78,0,0,0,0,0,0,0,0,0,0
1077,27,20024,黄金特工,8197,1303,524,5,81,323,119,81,0,0,0,0,0,0,0,0,0,0
1078,28,20024,黄金特工,8657,1391,558,5,84,336,123,84,0,0,0,0,0,0,0,0,0,0
1079,29,20024,黄金特工,9133,1484,594,5,87,356,129,87,0,0,0,0,0,0,0,0,0,0
1080,30,20024,黄金特工,11158,1877,715,5,90,429,142,90,0,0,0,0,0,0,0,0,0,0
1081,31,20024,黄金特工,11723,1992,757,5,93,444,147,93,0,0,0,0,0,0,0,0,0,0
1082,32,20024,黄金特工,12306,2113,802,5,96,467,153,96,0,0,0,0,0,0,0,0,0,0
1083,33,20024,黄金特工,12904,2239,848,5,99,485,158,99,0,0,0,0,0,0,0,0,0,0
1084,34,20024,黄金特工,13518,2369,895,5,102,506,164,102,0,0,0,0,0,0,0,0,0,0
1085,35,20024,黄金特工,15297,2715,1023,5,105,530,170,105,0,0,0,0,0,0,0,0,0,0
1086,36,20024,黄金特工,15976,2864,1077,5,108,549,174,108,0,0,0,0,0,0,0,0,0,0
1087,37,20024,黄金特工,16672,3019,1133,5,111,570,180,111,0,0,0,0,0,0,0,0,0,0
1088,38,20024,黄金特工,17382,3179,1191,5,114,589,186,114,0,0,0,0,0,0,0,0,0,0
1089,39,20024,黄金特工,18109,3346,1251,5,117,614,193,117,0,0,0,0,0,0,0,0,0,0
1090,40,20024,黄金特工,21513,4096,1463,5,120,726,210,120,0,0,0,0,0,0,0,0,0,0
1091,41,20024,黄金特工,22352,4297,1532,5,123,748,217,123,0,0,0,0,0,0,0,0,0,0
1092,42,20024,黄金特工,23207,4506,1604,5,126,776,223,126,0,0,0,0,0,0,0,0,0,0
1093,43,20024,黄金特工,24077,4722,1677,5,129,799,230,129,0,0,0,0,0,0,0,0,0,0
1094,44,20024,黄金特工,24963,4945,1753,5,132,827,235,132,0,0,0,0,0,0,0,0,0,0
1095,45,20024,黄金特工,27567,5522,1954,5,135,859,242,135,0,0,0,0,0,0,0,0,0,0
1096,46,20024,黄金特工,28521,5770,2039,5,138,882,248,138,0,0,0,0,0,0,0,0,0,0
1097,47,20024,黄金特工,29489,6026,2125,5,141,912,255,141,0,0,0,0,0,0,0,0,0,0
1098,48,20024,黄金特工,30472,6290,2214,5,144,938,262,144,0,0,0,0,0,0,0,0,0,0
1099,49,20024,黄金特工,31469,6562,2306,5,147,968,269,147,0,0,0,0,0,0,0,0,0,0
