id,name,atlas,big_icon,icon,icon_shelf,type,sub_type,desc,sort,level,unlock_show_type,unlock_show_val,unlock_type,unlock_val_01,unlock_val_02,unlock_dec,activate_drawing,artisan_id,artisan_lv,production_artisan_exp,speed_up_energy,make_integral,speed_up_diamond,production_time,material_id,material_num,delete_material_id,delete_material_num,component1_type,component1_id,component1_num,component2_type,component2_id,component2_num,progress1_reward_type,progress1_reward_id,progress1_reward_val,progress1_exp,progress1_dec,progress1_blueprint,progress2_reward_type,progress2_reward_id,progress2_reward_val,progress2_exp,progress2_dec,progress2_blueprint,progress3_reward_type,progress3_reward_id,progress3_reward_val,progress3_exp,progress3_dec,progress3_blueprint,progress4_reward_type,progress4_reward_id,progress4_reward_val,progress4_exp,progress4_dec,progress4_blueprint,progress5_reward_type,progress5_reward_id,progress5_reward_val,progress5_exp,progress5_dec,progress5_blueprint,star1_reward_type,star1_reward_id,star1_reward_val,star1_item_num,star1__dec,star2_reward_type,star2_reward_id,star2_reward_val,star2_item_num,star2__dec,star3_reward_type,star3_reward_id,star3_reward_val,star3_item_num,star3__dec
v:number,v:string,v:string,v:string,v:string,v:string,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:string,v:number,list:number,list:number,v:number,v:number,v:number,v:number,v:number,list:number,list:number,list:number,list:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:string
装备ID,装备类别名称,图集,大图标url,UI对应图标,货架对应图标,大类别,小类别,装备说明,序号,等级,前端显示解锁条件类型:1-获得指定员工解锁，2-制作指定装备达到X数量解锁，3-宝箱获得，4-转盘获得，5-七日目标完成获得，6-礼包获得,前端显示解锁条件,解锁类型:1-获得指定员工解锁，2-制作指定装备达到X数量解锁，3-通过获得图纸解锁,解锁条件1,解锁条件2,解锁说明文字,激活消耗图纸数量,所需员工ID,所需员工等级,制造工匠获得经验,加速能量与时间兑换比例1能量=X秒(改为总消耗能量),巧匠大赛积分,加速消耗钻石(已废弃，改用公式计算),制作时间-秒,消耗材料ID,消耗材料数量,删除返回材料ID,删除返回材料数量,消耗配件1类型,消耗配件1id,消耗配件1数量,消耗配件2类型,消耗配件2id,消耗配件2数量,物品进度1奖励_类型,物品进度1奖励_id,物品进度1奖励_效果值,物品进度1_制作数量,物品进度1_文字说明,物品进度1_奖励图纸数量,物品进度2奖励_类型,物品进度2奖励_id,物品进度2奖励_效果值,物品进度2_制作数量,物品进度2_文字说明,物品进度2_奖励图纸数量,物品进度3奖励_类型,物品进度3奖励_id,物品进度3奖励_效果值,物品进度3_制作数量,物品进度3_文字说明,物品进度3_奖励图纸数量,物品进度4奖励_类型,物品进度4奖励_id,物品进度4奖励_效果值,物品进度4_制作数量,物品进度4_文字说明,物品进度4_奖励图纸数量,物品进度5奖励_类型,物品进度5奖励_id,物品进度5奖励_效果值,物品进度5_制作数量,物品进度5_文字说明,物品进度5_奖励图纸数量,升星1奖励_类型,升星1奖励_id,升星1奖励_效果值（触发概率=X/10000）,升星1_需要材料数量,升星1_文字说明,升星2奖励_类型,升星2奖励_id,升星2奖励_效果值（触发概率=X/10000）,升星2_需要材料数量,升星2_文字说明,升星3奖励_类型,升星3奖励_id,升星3奖励_效果值（触发概率=X/10000）,升星3_需要材料数量,升星3_文字说明
20040,怪物血液,Equip_Icon01_atlas,icon_20040,icon_20040,icon_20040,3,18,危险的血液，可以提高人的潜力,4,4,2,20030,2,20030,32,制作战地起搏器达到X32可解锁,6,5,8,92,225,50,13,780,20004,34,20004,3,2,30007,2,,,,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,7,20050,1,36,解锁图纸,1,1,20004,7,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
20050,温暖药剂,Equip_Icon01_atlas,icon_20050,icon_20050,icon_20050,3,18,给寒冷的人们带来些温暖,5,5,2,20040,2,20040,36,制作怪物血液达到X36可解锁,10,5:7,11:4,150,335,106,13,1590,20004:20008,60:12,20004:20008,6:1,2,30009,3,2,30001,2,4,0,25,9,制作耗时,1,1,20004,12,22,资源节省,1,7,20060,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
20060,随身医疗箱,Equip_Icon01_atlas,icon_20060,icon_20060,icon_20060,3,18,出门行走必备之物,6,6,2,20050,2,20050,40,制作温暖药剂达到X40可解锁,15,5:7,14:10,233,465,216,13,3000,20004:20008,99:25,20004:20008,9:2,2,30011,4,,,,4,0,25,9,制作耗时,1,1,20004,20,22,资源节省,1,7,20070,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
20070,冰凉的醒脑丸,Equip_Icon01_atlas,icon_20070,icon_20070,icon_20070,3,18,感冒退烧的首选，提神醒脑,7,7,2,20060,2,20060,40,制作随身医疗箱达到X40可解锁,25,5:7,17:13,330,620,379,13,6000,20004:20008,141:36,20004:20008,14:3,2,30014,4,2,30007,3,4,0,25,10,制作耗时,1,1,20004,28,24,资源节省,1,7,20080,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
20080,治愈喷雾,Equip_Icon01_atlas,icon_20080,icon_20080,icon_20080,3,18,能够及时治疗轻微外伤,8,8,2,20070,2,20070,44,制作冰凉的醒脑丸达到X44可解锁,35,5:7,21:17,488,860,753,13,11400,20004:20008:20010,199:51:5,20004:20008:20010,19:5:1,1,12061,1,2,30018,4,4,0,25,11,制作耗时,1,1,20004,40,28,资源节省,1,7,20100,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
20100,抗辐药,Equip_Icon02_atlas,icon_20100,icon_20100,icon_20100,3,18,能够减少人们受到的辐射伤害,10,9,2,20080,2,20080,50,制作治愈喷雾达到X50可解锁,45,5:7,24:20,630,1065,1190,13,16200,20004:20008:20010,244:67:10,20004:20008:20010,24:6:1,1,20041,2,2,30020,6,4,0,25,10,制作耗时,1,1,20004,49,26,资源节省,1,7,20120,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
20120,复苏电击器,Equip_Icon02_atlas,equip_yaopin,equip_yaopin,equip_yaopin,3,18,可能可以让人起死回生,12,10,2,20100,2,20100,46,制作抗辐药达到X46可解锁,45,5:7,28:24,848,2480,2103,13,34800,20004:20008:20009,306:87:19,20004:20008:20009,30:8:1,2,30024,5,2,30021,8,4,0,20,9,制作耗时,1,1,20004,61,22,资源节省,1,5,0,125,40,售价提升,1,1,20008,17,65,资源节省,1,8,0,2,100,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
20130,急救绷带,Equip_Icon01_atlas,icon_20130,icon_20130,icon_20130,3,18,受伤后，用它就能紧急止血,13,2,6,-1,3,180130,1,通过参与活动获得,0,5,3,23,91,30,12,182,20004,19,20004,1,2,30002,3,,,,5,0,125,9,售价提升,1,2,30002,1,20,节约配件,1,4,0,25,36,制作耗时,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
20140,兴奋剂,Equip_Icon01_atlas,icon_20140,icon_20140,icon_20140,3,18,使用后，小心会睡不着觉,14,6,3,4,3,180140,1,开启稀有保险柜获得,0,5:7,15:11,263,515,296,,3600,20004:20008,113:29,20004:20008,11:2,2,30004,3,2,30012,3,4,0,25,12,制作耗时,1,1,20004,23,30,资源节省,1,5,0,125,54,售价提升,1,1,20008,6,85,资源节省,1,8,0,2,135,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
20090,抗毒针,Equip_Icon01_atlas,icon_20090,icon_20090,icon_20090,3,18,一针见效快速解毒,9,8,4,-1,3,180090,1,开启无畏宝箱获得,0,5:7,22:18,533,925,981,12,16200,20004:20008:20010,214:57:6,20004:20008:20010,21:5:1,2,30017,5,2,30009,6,4,0,25,11,制作耗时,1,1,20004,43,28,资源节省,1,5,0,125,50,售价提升,1,1,20008,11,80,资源节省,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
20150,月饼,Equip_Icon01_atlas,icon_20150,icon_20150,icon_20150,3,18,中秋佳节，赏月必备，只是制作原料有点奇怪，还是别吃它！,15,5,6,-1,3,180150,1,通过参与中秋活动获得,10,5:7,12:5,190,335,180,13,2000,20004:20008,70:18,20004:20008,7:1,2,30007,3,2,30005,2,4,0,25,9,制作耗时,1,1,20004,12,22,资源节省,1,2,30007,1,55,节约配件,1,5,0,125,85,售价提升,1,8,0,2,120,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
20110,奇怪的酒精饮料,Equip_Icon02_atlas,icon_20110,icon_20110,icon_20110,3,18,精神药品，慎重使用,11,9,4,-1,3,180110,1,开启合金宝箱获得,0,5:7,26:22,683,1140,1538,12,24600,20004:20008:20010,259:72:12,20004:20008:20010,27:7:1,2,30020,5,2,30017,3,4,0,25,10,制作耗时,1,1,20004,55,26,资源节省,1,5,0,125,46,售价提升,1,1,20008,15,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
21010,简易酒精灯,Equip_Icon01_atlas,icon_21010,icon_21010,icon_21010,3,19,提前了解敌人方位,1,1,1,7,1,7,1,获得工人劳伦斯后解锁,0,7,1,7,40,10,11,70,20004,9,20004,1,,,,,,,5,0,125,8,售价提升,1,7,21030,1,20,解锁图纸,1,4,0,25,36,制作耗时,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
21030,战术远光手电,Equip_Icon01_atlas,icon_21030,icon_21030,icon_21030,3,19,可以透彻的看见敌人的弱点,3,2,2,21010,2,21010,20,制作简易酒精灯达到X20可解锁,1,7,3,29,90,19,13,200,20004,16,20004,1,1,21011,1,,,,5,0,125,9,售价提升,1,4,0,25,22,制作耗时,1,7,21040,1,40,解锁图纸,1,8,0,2,65,高品质概率,1,8,0,3,100,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
21040,弹射钩爪,Equip_Icon01_atlas,icon_21040,icon_21040,icon_21040,3,19,能将自己拉向目标,4,3,2,21030,2,21030,40,制作战术远光手电达到X40可解锁,4,7,6,66,165,35,13,500,20003:20004,13:26,20003:20004,1:2,2,30006,1,,,,5,0,150,7,售价提升,1,4,0,25,18,制作耗时,1,7,21050,1,32,解锁图纸,1,1,20004,5,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
21050,机械探矿器,Equip_Icon01_atlas,icon_21050,icon_21050,icon_21050,3,19,电子探矿器材，新时代的产物,5,4,2,21040,2,21040,32,制作弹射钩爪达到X32可解锁,6,7,9,122,260,93,13,1050,20003:20004:20008,20:41:8,20003:20004:20008,2:4:1,2,30007,2,,,,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,7,21060,1,36,解锁图纸,1,1,20004,8,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
21060,磁力手套,Equip_Icon01_atlas,icon_21060,icon_21060,icon_21060,3,19,科技产品，有一定磁性的手套,6,5,2,21050,2,21050,36,制作机械探矿器达到X36可解锁,12,7:4,11:1,173,335,156,13,1680,20003:20004:20008,30:60:12,20003:20004:20008,3:6:1,2,30009,3,2,30006,2,4,0,25,9,制作耗时,1,5,0,125,22,售价提升,1,7,21080,1,40,解锁图纸,1,1,20004,12,60,资源节省,1,8,0,2,95,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
21080,机械修复装置,Equip_Icon01_atlas,icon_21080,icon_21080,icon_21080,3,19,有机械产品的必备之物，能够及时修复部分损耗,8,6,2,21060,2,21060,40,制作磁力手套达到X40可解锁,17,7:4,14:10,255,465,349,13,3300,20003:20004:20008,49:99:25,20003:20004:20008,4:9:2,2,30012,2,2,30010,3,4,0,25,9,制作耗时,1,1,20004,20,22,资源节省,1,7,21090,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
21090,弱点分析眼镜,Equip_Icon01_atlas,icon_21090,icon_21090,icon_21090,3,19,新兴科技产物，能投提供较全的敌人信息,9,7,2,21080,2,21080,40,制作机械修复装置达到X40可解锁,25,7:4,17:13,368,620,622,13,6000,20003:20004:20008,70:141:36,20003:20004:20008,7:14:3,1,21041,1,2,30013,4,4,0,25,10,制作耗时,1,1,20004,28,24,资源节省,1,7,21100,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
21100,探索者无人机,Equip_Icon01_atlas,icon_21100,icon_21100,icon_21100,3,19,高科技产物，隐蔽而小巧，善于获取保密信息,10,8,2,21090,2,21090,44,制作弱点分析眼镜达到X44可解锁,35,7:4,21:17,540,860,771,13,13800,20004:20008:20009,199:51:7,20004:20008:20009,19:5:1,2,30016,4,2,30014,4,4,0,25,11,制作耗时,1,1,20004,40,28,资源节省,1,7,21110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
21110,自动追踪显像装置,Equip_Icon02_atlas,icon_21110,icon_21110,icon_21110,3,19,热感型装置，是能够定位敌人的科技产物,11,9,2,21100,2,21100,50,制作探索者无人机达到X50可解锁,45,7:4,24:20,698,1065,1224,13,18000,20004:20008:20009,244:67:13,20004:20008:20009,24:6:1,2,30021,5,2,30018,4,4,0,25,10,制作耗时,1,1,20004,49,26,资源节省,1,7,21130,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
21130,协助型机器人,Equip_Icon02_atlas,equip_gongju,equip_gongju,equip_gongju,3,19,辅助性机器人，提供若干技术支持,13,10,2,21110,2,21110,46,制作自动追踪显像装置达到X46可解锁,45,7:4,27:23,878,2335,1909,13,27000,20004:20008:20009,290:82:22,20004:20008:20009,29:8:2,1,21091,1,2,30023,4,4,0,20,10,制作耗时,1,1,20004,58,26,资源节省,1,5,0,125,46,售价提升,1,1,20008,16,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
21020,测量套尺,Equip_Icon01_atlas,icon_21020,icon_21020,icon_21020,3,19,可以测量你和丧尸之间亲密接触的距离,2,1,3,1,3,181020,1,开启沉重行李箱获得,0,7,1,13,55,15,11,100,20004,12,20004,1,,,,,,,5,0,125,8,售价提升,1,1,20004,2,20,资源节省,1,4,0,25,36,制作耗时,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
21140,战术望远镜,Equip_Icon01_atlas,icon_21140,icon_21140,icon_21140,3,19,看的远，才能躲避敌人的伏击,14,4,6,-1,3,181140,1,通过参与活动获得,0,7,10,145,295,129,,1320,20004:20001:20008,49:25:10,20004:20001:20008,4:2:1,2,30004,5,,,,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,1,20004,10,36,资源节省,1,1,20001,5,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
21070,机械润滑油,Equip_Icon01_atlas,icon_21070,icon_21070,icon_21070,3,19,机械产品的必备之物，润滑机械减少摩擦损耗,7,5,3,3,3,181070,1,开启保险柜获得,0,7:4,12:6,195,375,150,11,2040,20003:20004,36:71,20003:20004,3:7,2,30008,5,,,,4,0,25,9,制作耗时,1,5,0,125,22,售价提升,1,1,20004,14,40,资源节省,1,1,20003,7,60,资源节省,1,8,0,2,95,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
21120,战术屏障发生器,Equip_Icon02_atlas,icon_21120,icon_21120,icon_21120,3,19,战略防护装置，保护我方重要物品,12,9,4,-1,3,181120,1,开启合金宝箱获得,0,7:4,26:22,818,1140,1589,11,25800,20004:20008:20009,275:77:19,20004:20008:20009,27:7:1,2,30019,4,2,30018,6,4,0,25,10,制作耗时,1,1,20004,55,26,资源节省,1,5,0,125,46,售价提升,1,1,20008,15,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
21150,便携式充电箱,Equip_Icon02_atlas,icon_21150,icon_21150,icon_21150,3,19,出行必备，再也不用担心设备没电了,15,6,4,-1,3,181150,1,通过参与制作大赛活动获得,0,7:4,15:11,305,545,518,13,5200,20003:20004:20008,62:126:30,20003:20004:20008,6:12:2,2,30013,4,2,30012,4,4,0,25,10,制作耗时,1,1,20004,26,24,资源节省,1,2,30012,2,44,节约配件,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
21160,金伯利钻地机,Equip_Icon02_atlas,icon_21160,icon_21160,icon_21160,3,19,挖多了彩钻，自己也变了色,16,7,3,-1,3,181160,1,开启奇兵宝箱获得,0,7:4,19:15,480,740,720,13,12000,20003:20004:20008,95:175:46,20003:20004:20008,9:17:4,2,30015,6,2,30051,5,4,0,25,11,制作耗时,1,1,20004,34,28,资源节省,1,2,30015,2,50,节约配件,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,75,双倍快乐|有几率制作暴击X2件,3,0,2,150,超凡制作|有几率制作出超凡装备
22010,铁制弹丸,Equip_Icon01_atlas,icon_22010,icon_22010,icon_22010,3,20,粗糙的产物，攻击力不高，杀伤力也不强,1,1,1,7,1,7,1,获得工人劳伦斯后解锁,0,7,1,14,55,10,11,110,20001:20003,9:6,20001:20003,1:1,,,,,,,5,0,125,8,售价提升,1,7,22020,1,20,解锁图纸,1,4,0,25,36,制作耗时,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
22020,捕兽夹,Equip_Icon01_atlas,icon_22020,icon_22020,icon_22020,3,20,捕兽陷阱，越是挣扎越会受到伤害,2,2,2,22010,2,22010,20,制作铁制弹丸达到X20可解锁,1,7,3,31,90,14,13,220,20001:20003,12:8,20001:20003,1:1,,,,,,,5,0,125,9,售价提升,1,7,22030,1,22,解锁图纸,1,4,0,25,40,制作耗时,1,8,0,2,65,高品质概率,1,8,0,3,100,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
22030,丛林吹箭,Equip_Icon01_atlas,icon_22030,icon_22030,icon_22030,3,20,有剧毒，一定要小心,3,3,2,22020,2,22020,22,制作捕兽夹达到X22可解锁,3,7,5,57,135,20,13,400,20001:20002,16:4,20001:20002,1:1,2,30002,4,,,,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,7,22040,1,32,解锁图纸,1,1,20001,3,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
22040,回旋镖,Equip_Icon01_atlas,icon_22040,icon_22040,icon_22040,3,20,从远古猎人传承而来的神器物品,4,4,2,22030,2,22030,32,制作丛林吹箭达到X32可解锁,6,7,8,112,225,37,13,870,20002:20003,26:17,20002:20003,2:1,2,30006,3,,,,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,7,22060,1,36,解锁图纸,1,1,20002,5,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
22060,弹射袖箭,Equip_Icon01_atlas,icon_22060,icon_22060,icon_22060,3,20,隐蔽的杀人利器,6,5,2,22040,2,22040,36,制作回旋镖达到X36可解锁,10,7,10,158,295,89,13,1380,20001:20003:20005,37:25:8,20001:20003:20005,3:2:1,2,30009,2,2,30003,4,4,0,25,8,制作耗时,1,1,20001,7,20,资源节省,1,7,22080,1,36,解锁图纸,1,5,0,125,55,售价提升,1,8,0,2,85,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
22080,破片地雷,Equip_Icon01_atlas,icon_22080,icon_22080,icon_22080,3,20,强力的杀伤物品，每一个碎片仿佛能刺痛人的灵魂,8,6,2,22060,2,22060,36,制作弹射袖箭达到X36可解锁,17,7:6,13:1,248,420,194,13,1920,20001:20003:20005,64:43:15,20001:20003:20005,6:4:1,1,22011,1,2,30010,2,4,0,25,9,制作耗时,1,1,20001,13,22,资源节省,1,7,22090,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
22090,辐射飞镖,Equip_Icon01_atlas,icon_22090,icon_22090,icon_22090,3,20,带有辐射的飞镖，被击中后死亡是最不痛苦的选择,9,7,2,22080,2,22080,40,制作破片地雷达到X40可解锁,25,7:6,18:14,450,675,450,13,7800,20001:20005:20008,116:29:20,20001:20005:20008,11:2:2,2,30015,4,,,,4,0,25,10,制作耗时,1,1,20001,23,24,资源节省,1,7,22100,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
22100,微波照射仪,Equip_Icon01_atlas,icon_22100,icon_22100,icon_22100,3,20,定向微波技术，据说可以把你的心脏烤熟,10,8,2,22090,2,22090,44,制作辐射飞镖达到X44可解锁,35,7:6,21:17,600,860,553,13,14400,20001:20005:20010,149:39:7,20001:20005:20010,14:3:1,1,14041,1,2,30018,5,4,0,25,11,制作耗时,1,1,20001,30,28,资源节省,1,7,22110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
22110,咬人机械狗,Equip_Icon02_atlas,icon_22110,icon_22110,icon_22110,3,20,科技产物，灵活迅捷的机械狗,11,9,2,22100,2,22100,50,制作微波照射仪达到X50可解锁,45,7:6,24:20,773,1065,884,13,18000,20001:20005:20010,183:50:13,20001:20005:20010,18:5:1,1,22031,3,2,30019,5,4,0,25,10,制作耗时,1,1,20001,37,26,资源节省,1,7,22120,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
22120,激光切割地雷,Equip_Icon02_atlas,equip_anqi,equip_anqi,equip_anqi,3,20,小心别被它埋伏到，不然可能就是四分五裂的结果,12,10,2,22110,2,22110,46,制作咬人机械狗达到X46可解锁,45,7:6,27:23,975,2335,1392,13,32400,20001:20005:20010,218:62:22,20001:20005:20010,21:6:2,2,30023,5,2,30018,4,4,0,20,10,制作耗时,1,1,20001,44,26,资源节省,1,5,0,125,46,售价提升,1,1,20005,12,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
22050,手里剑,Equip_Icon01_atlas,icon_22050,icon_22050,icon_22050,3,20,和回旋镖类似但危险要大很多,5,4,4,-1,3,182050,1,大亨之路第3天获得,0,7,9,135,260,52,11,1110,20001:20003,31:20,20001:20003,3:2,2,30005,4,,,,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,1,20001,6,36,资源节省,1,1,20003,4,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
