languages_game,languages_CN,languages_TC,languages_EN
对单个敌人造成150%的伤害，并造成10%攻击力的流血伤害，持续2回合,对单个敌人造成150%的伤害，并造成10%攻击力的流血伤害，持续2回合,對單個敵人造成150%的傷害，並造成10%攻擊力的流血傷害，持續2回合,Deal 150% damage to a single enemy and cause bleeding damage of 10% attack for 2 rounds
对单个敌人造成170%伤害，并提升自身10%的命中，持续2回合,对单个敌人造成170%伤害，并提升自身10%的命中，持续2回合,對單個敵人造成170%傷害，並提升自身10%的命中，持續2回合,Deal 170% damage to a single enemy and increase your hit rate by 10% for 2 rounds
随机对3个敌人造成攻击力160%的伤害,随机对3个敌人造成攻击力160%的伤害,隨機對3個敵人造成攻擊力160%的傷害,Deal 160% damage to 3 enemies at random
风暴一击,风暴一击,風暴一擊,Storm Blow
对单个敌人造成造成170%伤害，并减少对方20%护甲，持续2回合,对单个敌人造成造成170%伤害，并减少对方20%护甲，持续2回合,對單個敵人造成造成170%傷害，並減少對方20%護甲，持續2回合,Deal 170% damage to a single enemy and reduce the enemy's armor by 20% for 2 rounds
随机对2个敌人造成攻击力160%的伤害,随机对2个敌人造成攻击力160%的伤害,隨機對2個敵人造成攻擊力160%的傷害,Deal 160% damage to 2 enemies at random
对单个敌人造成造成170%伤害，并减少对方20%攻击，持续2回合,对单个敌人造成造成170%伤害，并减少对方20%攻击，持续2回合,對單個敵人造成造成170%傷害，並減少對方20%攻擊，持續2回合,Deal 170% damage to a single enemy and reduce the enemy's attack by 20% for 2 rounds
对单个敌人造成170%的伤害，并造成20%攻击力的流血伤害，持续2回合,对单个敌人造成170%的伤害，并造成20%攻击力的流血伤害，持续2回合,對單個敵人造成170%的傷害，並造成20%攻擊力的流血傷害，持續2回合,Deal 170% damage to a single enemy and cause bleeding damage of 20% attack for 2 rounds
突袭后排敌人，对后排敌人敌人造成160%的伤害,突袭后排敌人，对后排敌人敌人造成160%的伤害,突襲後排敵人，對後排敵人敵人造成160%的傷害,Raid back-row enemies， causing 160% damage
武装突袭,武装突袭,武裝突襲,Armed Raid
对血量最少的2个敌人发起突袭，造成170%的伤害,对血量最少的2个敌人发起突袭，造成170%的伤害,對血量最少的2個敵人發起突襲，造成170%的傷害,Launch a raid on the 2 enemies with the least HP， causing 170% damage
疾风突击,疾风突击,疾風突擊,High-wind Assault
对单个敌人造成180%伤害，并提升自身15%攻击，持续2回合,对单个敌人造成180%伤害，并提升自身15%攻击，持续2回合,對單個敵人造成180%傷害，並提升自身15%攻擊，持續2回合,Deal 180% damage to a single enemy and increase own attack by 15% for 2 rounds
对单个敌人造成造成200%伤害，并减少对方40%护甲，持续2回合,对单个敌人造成造成200%伤害，并减少对方40%护甲，持续2回合,對單個敵人造成造成200%傷害，並減少對方40%護甲，持續2回合,Deal 200% damage to a single enemy and reduce the enemy's armor by 40% for 2 rounds
对血量最少的2个敌人发起突袭，造成190%的伤害，并提升自身20%闪避，持续2回合,对血量最少的2个敌人发起突袭，造成190%的伤害，并提升自身20%闪避，持续2回合,對血量最少的2個敵人發起突襲，造成190%的傷害，並提升自身20%閃避，持續2回合,Raid the two enemies with the least HP， causing 190% damage and increasing won dodge by 20% for 2 rounds
对单个敌人造成200%的伤害，并造成30%攻击力的中毒伤害，持续2回合,对单个敌人造成200%的伤害，并造成30%攻击力的中毒伤害，持续2回合,對單個敵人造成200%的傷害，並造成30%攻擊力的中毒傷害，持續2回合,Deal 200% damage to a single enemy and cause poison damage of 30% attack for 2 rounds
对单个敌人造成200%的伤害，并造成30%攻击力的流血伤害，持续2回合,对单个敌人造成200%的伤害，并造成30%攻击力的流血伤害，持续2回合,對單個敵人造成200%的傷害，並造成30%攻擊力的流血傷害，持續2回合,Deal 200% damage to a single enemy and cause bleeding damage of 30% attack for 2 rounds
给单个敌人造成210%的伤害，并产生50%的吸血效果,给单个敌人造成210%的伤害，并产生50%的吸血效果,給單個敵人造成210%的傷害，並產生50%的吸血效果,Deal 210% damage to a single enemy and generate 50% blood-sucking effect
对单个敌人造成210%伤害，并提升自身20%的命中，持续2回合,对单个敌人造成210%伤害，并提升自身20%的命中，持续2回合,對單個敵人造成210%傷害，並提升自身20%的命中，持續2回合,Deal 210% damage to a single enemy and increase your hit rate by 20% for 2 rounds
闪光突击,闪光突击,閃光突擊,Flash Assault
对后排敌人造成180%的伤害，并产生60%的吸血效果,对后排敌人造成180%的伤害，并产生60%的吸血效果,對後排敵人造成180%的傷害，並產生60%的吸血效果,Deal 180% damage to enemies in the back row and generate 60% blood sucking effect
对单个敌人造成190%的伤害，并造成40%攻击力的流血伤害，持续2回合,对单个敌人造成190%的伤害，并造成40%攻击力的流血伤害，持续2回合,對單個敵人造成190%的傷害，並造成40%攻擊力的流血傷害，持續2回合,Deal 190% damage to a single enemy and cause bleeding damage of 40% attack for 2 rounds
痛苦袭击,痛苦袭击,痛苦襲擊,Painful Attack
对单个敌人造成210%的伤害，根据当前损失血量增加其30%的攻击，持续2回合,对单个敌人造成210%的伤害，根据当前损失血量增加其30%的攻击，持续2回合,對單個敵人造成210%的傷害，根據當前損失血量增加其30%的攻擊，持續2回合,Cause 210% damage to a single enemy and increase own attack equal to 30% lost HP for 2 rounds
对血量最少的2个敌人发起突袭，造成220%的伤害,对血量最少的2个敌人发起突袭，造成220%的伤害,對血量最少的2個敵人發起突襲，造成220%的傷害,Raid the two enemies with the least HP， causing 220% damage
血杀,血杀,血殺,Blood Kill
对前方整排的敌人造成200%的伤害，根据当前损失血量增加其40%的攻击，持续2回合,对前方整排的敌人造成200%的伤害，根据当前损失血量增加其40%的攻击，持续2回合,對前方整排的敵人造成200%的傷害，根據當前損失血量增加其40%的攻擊，持續2回合,Cause 200% damage to all front-row enemies. Increase attack equal to 40% lost HP for 2 rounds
对血量最少的2个敌人发起突袭，造成200%的伤害，并造成30%攻击力的流血伤害，持续2回合,对血量最少的2个敌人发起突袭，造成200%的伤害，并造成30%攻击力的流血伤害，持续2回合,對血量最少的2個敵人發起突襲，造成200%的傷害，並造成30%攻擊力的流血傷害，持續2回合,Strike the 2 enemies with the least HP with 200% damage and cause bleeding damage of 30% attack for 2 rounds
对前方整排的2个敌人发起突袭，造成210%的伤害,对前方整排的2个敌人发起突袭，造成210%的伤害,對前方整排的2個敵人發起突襲，造成210%的傷害,Raid 2 enemies in the front row， causing 210% damage
对血量最少的2个敌人发起突袭，造成220%的伤害，并减少对方25%护甲，持续2回合,对血量最少的2个敌人发起突袭，造成220%的伤害，并减少对方25%护甲，持续2回合,對血量最少的2個敵人發起突襲，造成220%的傷害，並減少對方25%護甲，持續2回合,Raid the 2 enemies with the least HP， causing 220% damage and reducing their armor by 25% for 2 rounds
对后排敌人造成200%的伤害，并产生40%的吸血效果,对后排敌人造成200%的伤害，并产生40%的吸血效果,對後排敵人造成200%的傷害，並產生40%的吸血效果,Deal 200% damage to enemies in the back row and generate 40% blood sucking effect
对生命值最低的敌人造成250%伤害,对生命值最低的敌人造成250%伤害,對生命值最低的敵人造成250%傷害,Deal 250% damage to the enemy with the lowest HP
对单个敌人造成230%的伤害，并造成20%攻击力的流血伤害，持续2回合,对单个敌人造成230%的伤害，并造成20%攻击力的流血伤害，持续2回合,對單個敵人造成230%的傷害，並造成20%攻擊力的流血傷害，持續2回合,Deal 230% damage to a single enemy and cause bleeding damage of 20% attack for 2 rounds
对前方一排的敌人造成200%的伤害，造成击杀后则恢复自身10%的已损失血量,对前方一排的敌人造成200%的伤害，造成击杀后则恢复自身10%的已损失血量,對前方一排的敵人造成200%的傷害，造成擊殺後則恢復自身10%的已損失血量,Cause 200% damage to enemies in the front row. After killing， recover 10% of own lost HP
对单个敌人造成210%的伤害，并造成35%攻击力的流血伤害，持续2回合,对单个敌人造成210%的伤害，并造成35%攻击力的流血伤害，持续2回合,對單個敵人造成210%的傷害，並造成35%攻擊力的流血傷害，持續2回合,Deal 210% damage to a single enemy and cause bleeding damage of 35% attack for 2 rounds
判罪攻击,判罪攻击,判罪攻擊,Conviction Attack
对单个敌人造成240%的伤害，并减少对方15%护甲，持续2回合,对单个敌人造成240%的伤害，并减少对方15%护甲，持续2回合,對單個敵人造成240%的傷害，並減少對方15%護甲，持續2回合,Deal 240% damage to a single enemy and reduce their armor by 15% for 2 rounds
对后排敌人造成200%的伤害，并产生50%的吸血效果,对后排敌人造成200%的伤害，并产生50%的吸血效果,對後排敵人造成200%的傷害，並產生50%的吸血效果,Deal 200% damage to enemies in the back row and generate 50% blood sucking effect
对单个敌人造成105%伤害,对单个敌人造成105%伤害,對單個敵人造成105%傷害,Deal 105% damage to a single enemy
对单个敌人造成造成110%伤害,对单个敌人造成造成110%伤害,對單個敵人造成造成110%傷害,Deal 110% damage to a single enemy
对前排敌人造成80%的伤害，并造成10%攻击力的中毒伤害，持续2回合,对前排敌人造成80%的伤害，并造成10%攻击力的中毒伤害，持续2回合,對前排敵人造成80%的傷害，並造成10%攻擊力的中毒傷害，持續2回合,Deal 80% damage to front-row enemies and cause poison damage of 10% attack for 2 rounds
对单个敌人造成115%伤害,对单个敌人造成115%伤害,對單個敵人造成115%傷害,Deal 115% damage to a single enemy
恐怖袭击,恐怖袭击,恐怖襲擊,Terror Attack
对单个敌人造成120%伤害,对单个敌人造成120%伤害,對單個敵人造成120%傷害,Deal 120% damage to a single enemy
空袭,空袭,空襲,Air Raid
对前排敌人造成110%的伤害,对前排敌人造成110%的伤害,對前排敵人造成110%的傷害,Deal 110% damage to enemies in the front row
随机对三个敌人造成90%的伤害，并降低单个敌人10%的护甲,随机对三个敌人造成90%的伤害，并降低单个敌人10%的护甲,隨機對三個敵人造成90%的傷害，並降低單個敵人10%的護甲,Randomly deal 90% damage to 3 enemies and reduce the armor of a single enemy by 10%
对单个敌人造成120%的伤害，并减少对方15%护甲，持续2回合,对单个敌人造成120%的伤害，并减少对方15%护甲，持续2回合,對單個敵人造成120%的傷害，並減少對方15%護甲，持續2回合,Deal 120% damage to a single enemy and reduce their armor by 15% for 2 rounds
粒子波动,粒子波动,粒子波動,Particle Fluctuation
对所有敌人造成110%攻击力伤害，并造成20%攻击力削弱，持续2回合,对所有敌人造成110%攻击力伤害，并造成20%攻击力削弱，持续2回合,對所有敵人造成110%攻擊力傷害，並造成20%攻擊力削弱，持續2回合,Cause 110% damage to all enemies and weaken their attack by 20% for 2 rounds
对单个敌人造成130%的伤害，同时恢复最虚弱队友30%已损失的血量,对单个敌人造成130%的伤害，同时恢复最虚弱队友30%已损失的血量,對單個敵人造成130%的傷害，同時恢復最虛弱隊友30%已損失的血量,Deal 130% damage to a single enemy and recover 30% lost HP to the weakest teammate
对单体目标敌人造成140%攻击力的伤害，并造成20%攻击力的灼烧伤害，持续2回合,对单体目标敌人造成140%攻击力的伤害，并造成20%攻击力的灼烧伤害，持续2回合,對單體目標敵人造成140%攻擊力的傷害，並造成20%攻擊力的灼燒傷害，持續2回合,Deal 140% damage to a single enemy and cause burning damage of 20% attack for 2 rounds
对所有敌人造成120%攻击力伤害，同时给最虚弱队友施加一层寒冰铠甲，增加其20%护甲，持续2回合,对所有敌人造成120%攻击力伤害，同时给最虚弱队友施加一层寒冰铠甲，增加其20%护甲，持续2回合,對所有敵人造成120%攻擊力傷害，同時給最虛弱隊友施加一層寒冰鎧甲，增加其20%護甲，持續2回合,Cause 120% damage to all enemies and add an ice armor to the weakest teammate to increase his/her armor by 20% for 2 rounds
对前排敌人造成130%的伤害，并造成15%攻击力的辐射伤害，持续2回合,对前排敌人造成130%的伤害，并造成15%攻击力的辐射伤害，持续2回合,對前排敵人造成130%的傷害，並造成15%攻擊力的輻射傷害，持續2回合,Deal 130% damage to enemies in the front row and cause radiation damage of 15% attack for 2 rounds
辐射蔓延,辐射蔓延,輻射蔓延,Radiation Spread
对所有敌人造成120%的伤害，并眩晕前排敌人1回合,对所有敌人造成120%的伤害，并眩晕前排敌人1回合,對所有敵人造成120%的傷害，並眩暈前排敵人1回合,Deal 120% damage to all enemies and stun front-row enemies for 1 round
冲击波,冲击波,沖擊波,Shock Wave
单个敌人受到150%的伤害，提高所有队友命中20%，持续2回合,单个敌人受到150%的伤害，提高所有队友命中20%，持续2回合,單個敵人受到150%的傷害，提高所有隊友命中20%，持續2回合,Deal 150% damage to a single enemy and increases the hit rate of all teammates by 20% for 2 rounds
对单体目标敌人造成140%攻击力的伤害，并眩晕敌人，持续2回合,对单体目标敌人造成140%攻击力的伤害，并眩晕敌人，持续2回合,對單體目標敵人造成140%攻擊力的傷害，並眩暈敵人，持續2回合,Deal 140% damage to a single enemy and stun the enemy for 2 rounds
重拳出击,重拳出击,重拳出擊,Heavy Punch
对所有敌人造成140%的伤害,对所有敌人造成140%的伤害,對所有敵人造成140%的傷害,Deal 140% damage to all enemies
对所有敌人造成110%攻击力的伤害，随机冰冻2个敌人1回合,对所有敌人造成110%攻击力的伤害，随机冰冻2个敌人1回合,對所有敵人造成110%攻擊力的傷害，隨機冰凍2個敵人1回合,Deal 110% damage to all enemies and freeze 2 enemies randomly for 1 round
对所有敌人造成130%攻击力伤害，并随机眩晕2个敌人2回合,对所有敌人造成130%攻击力伤害，并随机眩晕2个敌人2回合,對所有敵人造成130%攻擊力傷害，並隨機眩暈2個敵人2回合,Cause 130% damage to all enemies and stun 2 enemies randomly for 2 rounds
重力投掷,重力投掷,重力投擲,Heavy Throw
对前排敌人造成140%的伤害，并造成25%攻击力的中毒伤害，持续2回合,对前排敌人造成140%的伤害，并造成25%攻击力的中毒伤害，持续2回合,對前排敵人造成140%的傷害，並造成25%攻擊力的中毒傷害，持續2回合,Deal 140% damage to the enemies in the front row and cause poison damage of 25% attack for 2 rounds
对所有敌人造成130%的伤害，并造成30%攻击力的中毒伤害，持续2回合,对所有敌人造成130%的伤害，并造成30%攻击力的中毒伤害，持续2回合,對所有敵人造成130%的傷害，並造成30%攻擊力的中毒傷害，持續2回合,Deal 130% damage to all enemies and cause poison damage of 30% attack for 2 rounds
对所有敌人造成140%的伤害，并造成20%攻击力的燃烧伤害，持续2回合,对所有敌人造成140%的伤害，并造成20%攻击力的燃烧伤害，持续2回合,對所有敵人造成140%的傷害，並造成20%攻擊力的燃燒傷害，持續2回合,Deal 140% damage to all enemies and cause burning damage of 20% attack for 2 rounds
末日袭击,末日袭击,末日襲擊,Doomsday Attack
对随机3个敌人造成150%的伤害，并使其进入睡眠状态，无法攻击，持续2回合,对随机3个敌人造成150%的伤害，并使其进入睡眠状态，无法攻击，持续2回合,對隨機3個敵人造成150%的傷害，並使其進入睡眠狀態，無法攻擊，持續2回合,Deal 150% damage to 3 random enemies and make them sleep to skip attack for 2 rounds
对所有敌人造成130%的伤害，并降低对方护甲30%，持续2回合,对所有敌人造成130%的伤害，并降低对方护甲30%，持续2回合,對所有敵人造成130%的傷害，並降低對方護甲30%，持續2回合,Cause 130% damage to all enemies and reduce their armor by 30% for 2 rounds
对前排敌人造成140%的伤害，并威慑敌人，降低其攻击力20%，持续2回合,对前排敌人造成140%的伤害，并威慑敌人，降低其攻击力20%，持续2回合,對前排敵人造成140%的傷害，並威懾敵人，降低其攻擊力20%，持續2回合,Cause 140% damage to front-row enemies and deter them to lower their attack by 20% for 2 rounds
对单个敌人造成180%的伤害，并降低其攻击力30%，持续2回合,对单个敌人造成180%的伤害，并降低其攻击力30%，持续2回合,對單個敵人造成180%的傷害，並降低其攻擊力30%，持續2回合,Cause 180% damage to a single enemy and reduce its attack by 30% for 2 rounds
对前排敌人造成140%的伤害，同时给我方最虚弱的队友增加吸血30%的效果，持续2回合,对前排敌人造成140%的伤害，同时给我方最虚弱的队友增加吸血30%的效果，持续2回合,對前排敵人造成140%的傷害，同時給我方最虛弱的隊友增加吸血30%的效果，持續2回合,Cause 140% damage to front-row enemies and add 30% blood-sucking effect to the weakest teammate for 2 rounds
对最虚弱的2个敌人造成140%的伤害，同时增加我方最虚弱的队友30%护甲，持续2回合,对最虚弱的2个敌人造成140%的伤害，同时增加我方最虚弱的队友30%护甲，持续2回合,對最虛弱的2個敵人造成140%的傷害，同時增加我方最虛弱的隊友30%護甲，持續2回合,Deal 140% damage to the weakest 2 enemies and increase the armor of our weakest teammate by 30% for 2 rounds
基因攻击,基因攻击,基因攻擊,Gene Attack
对所有敌人造成110%的伤害，并造成50%攻击力的中毒伤害，持续2回合,对所有敌人造成110%的伤害，并造成50%攻击力的中毒伤害，持续2回合,對所有敵人造成110%的傷害，並造成50%攻擊力的中毒傷害，持續2回合,Deal 110% damage to all enemies and cause poison damage of 50% attack for 2 rounds
对所有敌人造成120%攻击力伤害，并造成20%攻击力的流血伤害，持续2回合,对所有敌人造成120%攻击力伤害，并造成20%攻击力的流血伤害，持续2回合,對所有敵人造成120%攻擊力傷害，並造成20%攻擊力的流血傷害，持續2回合,Deal 120% attack damage to all enemies and cause bleeding damage of 20% attack for 2 rounds
单个敌人受到200%伤害，并冰冻对方1回合,单个敌人受到200%伤害，并冰冻对方1回合,單個敵人受到200%傷害，並冰凍對方1回合,Deal 200% damage to a single enemy and freeze the enemy for 1 round
对随机3个敌人造成140%攻击力的伤害，并降低其攻击力20%，持续2回合,对随机3个敌人造成140%攻击力的伤害，并降低其攻击力20%，持续2回合,對隨機3個敵人造成140%攻擊力的傷害，並降低其攻擊力20%，持續2回合,Deal 140% damage to 3 random enemies and reduce their attack by 20% for 2 rounds
所有敌人受到130%的伤害，并减少50%护甲，持续2回合,所有敌人受到130%的伤害，并减少50%护甲，持续2回合,所有敵人受到130%的傷害，並減少50%護甲，持續2回合,All enemies receive 130% damage and reduce 50% armor for 2 rounds
对所有敌人造成130%的伤害，并造成35%攻击力的中毒伤害，持续2回合,对所有敌人造成130%的伤害，并造成35%攻击力的中毒伤害，持续2回合,對所有敵人造成130%的傷害，並造成35%攻擊力的中毒傷害，持續2回合,Deal 130% damage to all enemies and cause poison damage of 35% attack for 2 rounds
单个敌人受到190%伤害，并眩晕对方1回合,单个敌人受到190%伤害，并眩晕对方1回合,單個敵人受到190%傷害，並眩暈對方1回合,Deal 190% damage to a single enemy and stun the enemy for 1 round
所有敌人受到140%的伤害，并减少30%护甲，持续2回合,所有敌人受到140%的伤害，并减少30%护甲，持续2回合,所有敵人受到140%的傷害，並減少30%護甲，持續2回合,Deal 140% damage to all enemies and reduce their armor by 30% for 2 rounds
所有敌人受到190%伤害，并眩晕对方1回合,所有敌人受到190%伤害，并眩晕对方1回合,所有敵人受到190%傷害，並眩暈對方1回合,Deal 190% damage to all enemies and stun them for 1 round
对单个敌人造成110%的伤害,对单个敌人造成110%的伤害,對單個敵人造成110%的傷害,Deal 110% damage to a single enemy
对单个敌人造成90%的伤害，调整自己的战斗姿态，受到伤害减少20%，持续2回合,对单个敌人造成90%的伤害，调整自己的战斗姿态，受到伤害减少20%，持续2回合,對單個敵人造成90%的傷害，調整自己的戰鬥姿態，受到傷害減少20%，持續2回合,Cause 90% damage to a single enemy. Reduce the damage taken by 20% for 2 rounds
防御姿态lv1,防御姿态lv1,防禦姿態lv1,Defense Stance lv1
对单个敌人造成130%的伤害,对单个敌人造成130%的伤害,對單個敵人造成130%的傷害,Deal 130% damage to a single enemy
对单个敌人造成100%的伤害，调整自己的战斗姿态，受到伤害减少40%，持续2回合,对单个敌人造成100%的伤害，调整自己的战斗姿态，受到伤害减少40%，持续2回合,對單個敵人造成100%的傷害，調整自己的戰鬥姿態，受到傷害減少40%，持續2回合,Cause 100% damage to a single enemy. Reduce the damage taken by 40% for 2 rounds
对单个敌人造成120%的伤害，开启壁垒，免疫所有攻击，持续2回合,对单个敌人造成120%的伤害，开启壁垒，免疫所有攻击，持续2回合,對單個敵人造成120%的傷害，開啟壁壘，免疫所有攻擊，持續2回合,Deal 120% to a single enemy and open the barrier to be immune to all attack for 3 rounds
对敌人造成120%伤害，并削弱敌人10%的护甲，持续2回合,对敌人造成120%伤害，并削弱敌人10%的护甲，持续2回合,對敵人造成120%傷害，並削弱敵人10%的護甲，持續2回合,Deal 120% damage to the enemy and weaken the enemy's armor by 10% for 2 rounds
对敌人造成130%伤害，并削弱敌人20%的护甲，持续2回合,对敌人造成130%伤害，并削弱敌人20%的护甲，持续2回合,對敵人造成130%傷害，並削弱敵人20%的護甲，持續2回合,Cause 130% damage to the enemy and weaken enemy's armor by 20% for 2 rounds
对前排敌人造成130%的伤害,对前排敌人造成130%的伤害,對前排敵人造成130%的傷害,Deal 130% damage to enemies in the front row
对单个敌人造成90%的伤害，提升所有友军5%的攻击力，持续2回合,对单个敌人造成90%的伤害，提升所有友军5%的攻击力，持续2回合,對單個敵人造成90%的傷害，提升所有友軍5%的攻擊力，持續2回合,Deal 90% damage to a single enemy and increase allies' combat power by 5% for 2 rounds
对单个敌人造成100%的伤害，提升所有友军10%的攻击力，持续2回合,对单个敌人造成100%的伤害，提升所有友军10%的攻击力，持续2回合,對單個敵人造成100%的傷害，提升所有友軍10%的攻擊力，持續2回合,Cause 100% damage to a single enemy and increase allies' attack 10% for 2 rounds
对所有敌人造成110%伤害，提升所有友军20%的护甲，持续2回合,对所有敌人造成110%伤害，提升所有友军20%的护甲，持续2回合,對所有敵人造成110%傷害，提升所有友軍20%的護甲，持續2回合,Deal 110% damage to all enemies and increase the armor of all allies by 20% for 2 rounds
对2个敌人造成120%伤害,对2个敌人造成120%伤害,對2個敵人造成120%傷害,Deal 120% damage to 2 enemies
多重攻击lv1,多重攻击lv1,多重攻擊lv1,Multiple Assault lv1
对最虚弱的1个敌方造成140%伤害，并提升自己暴击值10%，持续2回合,对最虚弱的1个敌方造成140%伤害，并提升自己暴击值10%，持续2回合,對最虛弱的1個敵方造成140%傷害，並提升自己暴擊值10%，持續2回合,Deal 140% damage to the weakest enemy and increase your critical hit damage by 10% for 2 rounds
对2个敌人造成140%伤害,对2个敌人造成140%伤害,對2個敵人造成140%傷害,Deal 140% damage to 2 enemies
多重攻击lv2,多重攻击lv2,多重攻擊lv2,Multiple Assault lv2
对最虚弱的1个敌方造成160%伤害，并提升自己暴击值20%，持续2回合,对最虚弱的1个敌方造成160%伤害，并提升自己暴击值20%，持续2回合,對最虛弱的1個敵方造成160%傷害，並提升自己暴擊值20%，持續2回合,Cause 160% damage to the weakest enemy and increase your critical hit damage by 20% for 2 rounds
对单个敌人造成200%的伤害，并降低其护甲20%，持续2回合,对单个敌人造成200%的伤害，并降低其护甲20%，持续2回合,對單個敵人造成200%的傷害，並降低其護甲20%，持續2回合,Deal 200% damage to a single enemy and reduce its armor by 20% for 2 rounds
对敌人造成130%的伤害，并提升自身的闪避值30%，持续2回合,对敌人造成130%的伤害，并提升自身的闪避值30%，持续2回合,對敵人造成130%的傷害，並提升自身的閃避值30%，持續2回合,Cause 130% damage to the enemy and increase your dodge rate by 30% for 2 rounds
对敌人造成150%的伤害，并提升自身的闪避值50%，持续2回合,对敌人造成150%的伤害，并提升自身的闪避值50%，持续2回合,對敵人造成150%的傷害，並提升自身的閃避值50%，持續2回合,Cause 150% damage to the enemy and increase your dodge rate by 50% for 2 rounds
对单个敌人造成170%的伤害，并恢复自身已损失生命值的50%,对单个敌人造成170%的伤害，并恢复自身已损失生命值的50%,對單個敵人造成170%的傷害，並恢復自身已損失生命值的50%,Deal 170% damage to a single enemy and recover 50% of your lost HP
对单个敌人造成140%的伤害，并提升自身的攻击20%，持续2回合,对单个敌人造成140%的伤害，并提升自身的攻击20%，持续2回合,對單個敵人造成140%的傷害，並提升自身的攻擊20%，持續2回合,Deal 140% damage to a single enemy and increase your attack by 20% for 2 rounds
对单个敌人造成160%的伤害，并提升自身的攻击40%，持续2回合,对单个敌人造成160%的伤害，并提升自身的攻击40%，持续2回合,對單個敵人造成160%的傷害，並提升自身的攻擊40%，持續2回合,Cause 160% damage to a single enemy and increase your attack by 40% for 2 rounds
对3个敌人造成250%的伤害,对3个敌人造成250%的伤害,對3個敵人造成250%的傷害,Deal 250% damage to 3 enemies
对单个敌人造成50%的伤害，同时恢复最虚弱队友5%的血量,对单个敌人造成50%的伤害，同时恢复最虚弱队友5%的血量,對單個敵人造成50%的傷害，同時恢復最虛弱隊友5%的血量,Deal 50% damage to a single enemy and restore 5% HP to the weakest teammate
对单个敌人造成70%的伤害，同时恢复最虚弱队友10%的血量,对单个敌人造成70%的伤害，同时恢复最虚弱队友10%的血量,對單個敵人造成70%的傷害，同時恢復最虛弱隊友10%的血量,Deal 70% damage to a single enemy and restore 10% HP to the weakest teammate
对单个敌人造成100%的伤害，恢复所有友方英雄40%的血量,对单个敌人造成100%的伤害，恢复所有友方英雄40%的血量,對單個敵人造成100%的傷害，恢復所有友方英雄40%的血量,Deal 100% damage to a single enemy and restore 40% to all ally heroes
对前排的敌人造成80%的伤害，并造成20%攻击力的燃烧伤害，持续2回合,对前排的敌人造成80%的伤害，并造成20%攻击力的燃烧伤害，持续2回合,對前排的敵人造成80%的傷害，並造成20%攻擊力的燃燒傷害，持續2回合,Deal 80% damage to front-row enemies and cause burning damage of 20% attack for 2 rounds
对前排的敌人造成100%的伤害，并造成40%攻击力的燃烧伤害，持续2回合,对前排的敌人造成100%的伤害，并造成40%攻击力的燃烧伤害，持续2回合,對前排的敵人造成100%的傷害，並造成40%攻擊力的燃燒傷害，持續2回合,Deal 100% damage to front-row enemies and cause burning damage of 40% attack for 2 rounds
对所有敌人造成140%的伤害，并造成50%攻击力的中毒伤害，持续2回合,对所有敌人造成140%的伤害，并造成50%攻击力的中毒伤害，持续2回合,對所有敵人造成140%的傷害，並造成50%攻擊力的中毒傷害，持續2回合,Deal 140% damage to all enemies and cause poison damage of 50% attack for 2 rounds
对单个敌人造成70%的伤害，同时催眠敌方1回合,对单个敌人造成70%的伤害，同时催眠敌方1回合,對單個敵人造成70%的傷害，同時催眠敵方1回合,Deal 70% damage to a single enemy and hypnotize the enemy for 1 round
精神攻击lv1,精神攻击lv1,精神攻擊lv1,Mental attack lv1
对单个敌人造成70%的伤害，同时催眠敌方2回合,对单个敌人造成70%的伤害，同时催眠敌方2回合,對單個敵人造成70%的傷害，同時催眠敵方2回合,Deal 70% damage to a single enemy and hypnotize the enemy for 2 rounds
对所有敌人发起一次审判，造成一次150%的攻击，同时降低敌方30%攻击，持续2回合,对所有敌人发起一次审判，造成一次150%的攻击，同时降低敌方30%攻击，持续2回合,對所有敵人發起一次審判，造成一次150%的攻擊，同時降低敵方30%攻擊，持續2回合,Launch a trial against all enemies， causing a 150% damage and reducing the enemies'attack by 30% for 2 rounds
攻击+{0}%,攻击+{0}%,攻擊+{0}%,Attack +{0}%
护甲+{0}%,护甲+{0}%,護甲+{0}%,Armor +{0}%
生命+{0}%,生命+{0}%,生命+{0}%,Health +{0}%
韧性+{0}%,韧性+{0}%,韌性+{0}%,Tough +{0}%
暴击+{0}%,暴击+{0}%,暴擊+{0}%,Crit +{0}%
生命回复+{0}%,生命回复+{0}%,生命回復+{0}%,Health Restore +{0}%
暴击伤害+{0}%,暴击伤害+{0}%,暴擊傷害+{0}%,Crit Damage +{0}%
命中+{0}%,命中+{0}%,命中+{0}%,Hit +{0}%
闪避+{0}%,闪避+{0}%,閃避+{0}%,Dodge +{0}%
队伍中3名战士护甲+{0}%(可叠加),队伍中3名战士护甲+{0}%(可叠加),隊伍中3名戰士護甲+{0}%(可疊加),3 warriors in team Armor +{0}% (Stackable)
队伍中3名猎人闪避+{0}%(可叠加),队伍中3名猎人闪避+{0}%(可叠加),隊伍中3名獵人閃避+{0}%(可疊加),3 hunters in team Dodge +{0}% (Stackable)
队伍中3名学者攻击+{0}%(可叠加),队伍中3名学者攻击+{0}%(可叠加),隊伍中3名學者攻擊+{0}%(可疊加),3 scholars in team Attack +{0}% (Stackable)
利刃装备属性+{0}%,利刃装备属性+{0}%,利刃裝備屬性+{0}%,Blade attributes +{0}%
